trend_id,trend_name,category,date,weekly_interest,region,sentiment,related_brands,growth_rate,forecast_2025
10230,ESG Investing,Sustainability,2024-02-29,31,EU,0.74,"Tesla, BlackRock",14.7,100
10231,AI Agents,Finance,2025-03-22,16,China,0.26,"Tesla, OpenAI",0.6,62
10232,AI Agents,Tech,2024-01-23,10,EU,-0.05,"BlackRock, Nike",9.6,82
10233,AI Agents,Sustainability,2023-03-22,28,EU,0.47,"Tesla, Nike",-2.0,80
10234,Green Hydrogen,Sustainability,2024-07-31,16,EU,0.4,"Tesla, OpenAI",1.7,77
10235,AI Agents,Sustainability,2024-10-23,23,China,0.16,"BlackRock, Nike",-2.5,69
10236,Green Hydrogen,Sustainability,2024-12-31,5,India,0.31,"OpenAI, Tesla",8.0,63
10237,AI Agents,Finance,2025-01-11,26,EU,0.06,"Tesla, BlackRock",13.2,60
10238,Green Hydrogen,Finance,2023-10-10,67,China,0.4,"OpenAI, Nike",14.7,65
10239,ESG Investing,Finance,2024-03-25,29,India,0.84,"OpenAI, Nike",-0.9,71
10240,AI Agents,Sustainability,2025-03-22,26,EU,0.09,"Tesla, Nike",3.8,69
10241,Green Hydrogen,Finance,2023-05-01,55,USA,-0.05,"BlackRock, OpenAI",-3.3,94
10242,ESG Investing,Finance,2023-08-08,59,China,0.33,"OpenAI, Nike",15.7,72
10243,Green Hydrogen,Finance,2024-04-12,37,China,0.43,"BlackRock, Tesla",14.8,87
10244,DeFi 2.0,Sustainability,2023-09-15,15,China,0.56,"Tesla, Nike",16.0,53
10245,ESG Investing,Tech,2024-10-10,17,China,0.28,"Nike, BlackRock",13.5,94
10246,DeFi 2.0,Tech,2025-01-26,46,India,0.13,"BlackRock, Tesla",16.1,98
10247,ESG Investing,Finance,2024-08-10,66,India,0.26,"Tesla, OpenAI",8.0,71
10248,AI Agents,Finance,2023-12-31,29,EU,0.25,"BlackRock, OpenAI",3.8,63
10249,ESG Investing,Finance,2024-03-22,25,EU,0.6,"BlackRock, Tesla",7.6,91
10250,DeFi 2.0,Finance,2023-12-14,54,India,0.14,"Tesla, OpenAI",17.5,83
10251,Green Hydrogen,Finance,2023-10-24,22,China,0.75,"OpenAI, BlackRock",-3.9,76
10252,Green Hydrogen,Tech,2024-10-21,30,China,0.38,"BlackRock, OpenAI",-2.0,94
10253,AI Agents,Sustainability,2025-03-16,20,EU,-0.61,"BlackRock, OpenAI",5.4,97
10254,DeFi 2.0,Sustainability,2023-07-04,37,USA,0.35,"BlackRock, Tesla",13.6,89
10255,ESG Investing,Finance,2023-11-23,15,China,0.09,"Nike, OpenAI",18.0,91
10256,ESG Investing,Finance,2023-02-19,19,USA,-0.58,"BlackRock, OpenAI",17.5,83
10257,Green Hydrogen,Sustainability,2024-03-10,31,EU,0.32,"OpenAI, BlackRock",15.6,71
10258,ESG Investing,Tech,2024-09-25,43,China,0.17,"Tesla, Nike",14.7,53
10259,Green Hydrogen,Sustainability,2024-11-28,39,EU,-0.16,"Tesla, BlackRock",12.6,65
10260,ESG Investing,Finance,2024-02-18,68,India,0.18,"OpenAI, Nike",0.4,79
10261,Green Hydrogen,Finance,2025-03-24,9,EU,1.0,"Tesla, Nike",9.9,78
10262,AI Agents,Finance,2024-06-23,33,China,-0.0,"BlackRock, Tesla",-4.1,91
10263,AI Agents,Tech,2024-02-02,15,USA,0.46,"Tesla, BlackRock",13.8,81
10264,DeFi 2.0,Tech,2023-07-10,40,EU,0.31,"BlackRock, OpenAI",8.6,53
10265,Green Hydrogen,Finance,2025-04-06,14,China,0.43,"Nike, BlackRock",9.2,58
10266,ESG Investing,Tech,2023-11-12,42,China,0.1,"OpenAI, Nike",1.5,75
10267,AI Agents,Sustainability,2024-05-08,59,India,0.07,"Nike, BlackRock",8.7,53
10268,Green Hydrogen,Finance,2025-04-08,18,USA,0.26,"Tesla, Nike",-1.2,73
10269,DeFi 2.0,Sustainability,2024-07-13,33,USA,0.89,"BlackRock, Tesla",-4.0,70
10270,AI Agents,Finance,2023-07-03,15,EU,0.11,"OpenAI, Nike",15.0,70
10271,ESG Investing,Tech,2024-10-22,14,India,0.86,"Nike, OpenAI",15.0,99
10272,Green Hydrogen,Sustainability,2023-02-24,33,USA,0.81,"OpenAI, BlackRock",-1.8,55
10273,ESG Investing,Finance,2024-10-04,36,EU,0.61,"Nike, Tesla",-3.0,79
10274,AI Agents,Sustainability,2024-09-08,19,China,-0.06,"Nike, Tesla",-0.5,84
10275,ESG Investing,Finance,2023-04-17,45,China,0.52,"Nike, BlackRock",3.2,84
10276,DeFi 2.0,Tech,2025-01-05,38,EU,0.02,"BlackRock, OpenAI",9.0,71
10277,Green Hydrogen,Sustainability,2024-12-22,13,China,1.0,"OpenAI, BlackRock",4.2,87
10278,Green Hydrogen,Sustainability,2023-12-19,50,India,0.1,"Tesla, BlackRock",9.4,75
10279,AI Agents,Sustainability,2023-06-06,41,India,-0.19,"Nike, Tesla",18.9,89
10280,DeFi 2.0,Tech,2023-12-20,38,India,0.88,"OpenAI, Tesla",19.7,57
10281,ESG Investing,Tech,2024-06-30,45,India,-0.03,"OpenAI, Nike",14.0,95
10282,ESG Investing,Sustainability,2024-10-04,5,EU,0.9,"Nike, Tesla",9.8,62
10283,ESG Investing,Finance,2024-08-28,24,USA,0.01,"OpenAI, BlackRock",15.6,82
10284,DeFi 2.0,Sustainability,2024-10-15,7,China,-0.14,"BlackRock, OpenAI",19.7,100
10285,DeFi 2.0,Finance,2023-12-11,36,USA,0.72,"BlackRock, Nike",-1.0,73
10286,AI Agents,Finance,2023-10-15,17,EU,0.27,"Nike, BlackRock",16.1,73
10287,ESG Investing,Sustainability,2025-04-05,41,USA,1.0,"Nike, Tesla",-3.3,62
10288,DeFi 2.0,Sustainability,2024-06-18,35,China,0.93,"BlackRock, Nike",0.0,86
10289,AI Agents,Finance,2025-01-30,42,USA,1.0,"OpenAI, BlackRock",-1.3,83
10290,Green Hydrogen,Finance,2024-02-28,51,India,-0.21,"BlackRock, OpenAI",-3.8,57
10291,ESG Investing,Sustainability,2024-06-10,12,India,-0.24,"Nike, BlackRock",-5.0,63
10292,DeFi 2.0,Sustainability,2023-10-30,36,India,0.48,"Nike, OpenAI",5.3,60
10293,AI Agents,Tech,2023-07-03,37,India,0.54,"OpenAI, BlackRock",6.2,76
10294,Green Hydrogen,Finance,2023-01-18,10,India,0.27,"Nike, OpenAI",0.6,82
10295,Green Hydrogen,Tech,2023-03-12,24,China,-0.14,"Nike, BlackRock",4.0,73
10296,ESG Investing,Tech,2023-01-25,13,China,0.37,"Nike, BlackRock",12.0,79
10297,AI Agents,Finance,2025-04-12,38,India,-0.23,"OpenAI, BlackRock",19.1,90
10298,Green Hydrogen,Tech,2023-06-25,22,USA,0.21,"OpenAI, Nike",-0.0,68
10299,AI Agents,Sustainability,2024-06-17,16,EU,0.28,"Nike, Tesla",8.9,87
10300,ESG Investing,Sustainability,2025-04-29,56,EU,0.11,"BlackRock, Tesla",14.2,99
10301,Green Hydrogen,Tech,2024-12-21,31,India,0.09,"Tesla, OpenAI",-2.5,69
10302,Green Hydrogen,Finance,2023-04-18,34,India,0.28,"Nike, Tesla",-0.5,80
10303,Green Hydrogen,Tech,2024-10-13,9,USA,0.33,"Tesla, Nike",4.3,62
10304,ESG Investing,Sustainability,2023-08-17,26,China,0.25,"OpenAI, Nike",11.4,84
10305,ESG Investing,Finance,2024-08-13,34,EU,0.16,"BlackRock, Tesla",-2.2,68
10306,Green Hydrogen,Tech,2023-12-04,48,USA,1.0,"Tesla, BlackRock",10.7,73
10307,Green Hydrogen,Finance,2025-04-02,20,EU,0.58,"OpenAI, Tesla",-0.3,73
10308,Green Hydrogen,Tech,2023-07-14,10,India,0.62,"Tesla, Nike",9.6,56
10309,DeFi 2.0,Sustainability,2025-01-20,60,China,0.63,"OpenAI, Tesla",14.5,60
10310,Green Hydrogen,Finance,2023-02-27,35,India,-0.11,"BlackRock, OpenAI",14.0,53
10311,Green Hydrogen,Tech,2024-12-24,41,India,0.44,"Tesla, BlackRock",4.7,64
10312,DeFi 2.0,Sustainability,2024-08-01,33,EU,0.68,"Nike, OpenAI",4.9,74
10313,Green Hydrogen,Tech,2023-12-03,27,India,-0.32,"BlackRock, OpenAI",14.1,67
10314,Green Hydrogen,Finance,2024-02-08,34,USA,-0.42,"OpenAI, Nike",-2.0,85
10315,ESG Investing,Finance,2023-11-14,26,India,-0.06,"Nike, BlackRock",-0.8,55
10316,Green Hydrogen,Finance,2024-02-28,23,USA,0.98,"BlackRock, Nike",13.7,56
10317,DeFi 2.0,Sustainability,2024-02-16,12,India,0.21,"OpenAI, Nike",-0.7,96
10318,DeFi 2.0,Finance,2023-06-13,36,EU,0.22,"Tesla, Nike",10.1,77
10319,ESG Investing,Sustainability,2024-07-18,11,EU,-0.09,"Tesla, OpenAI",5.4,99
10320,ESG Investing,Tech,2023-04-22,7,USA,0.54,"Tesla, OpenAI",18.8,95
10321,ESG Investing,Tech,2023-10-06,14,China,0.31,"Nike, BlackRock",3.9,58
10322,ESG Investing,Sustainability,2024-01-16,27,EU,0.48,"Nike, BlackRock",11.4,77
10323,DeFi 2.0,Finance,2024-06-18,15,EU,0.27,"Tesla, OpenAI",19.5,87
10324,DeFi 2.0,Finance,2023-01-13,2,EU,0.5,"Nike, BlackRock",15.2,99
10325,ESG Investing,Tech,2025-03-31,53,USA,0.66,"OpenAI, Nike",20.0,50
10326,ESG Investing,Tech,2023-04-01,2,EU,0.72,"BlackRock, Nike",2.4,79
10327,AI Agents,Finance,2023-06-07,32,China,0.07,"Nike, OpenAI",4.2,62
10328,AI Agents,Finance,2023-07-04,23,EU,-0.1,"BlackRock, Nike",-3.4,76
10329,AI Agents,Sustainability,2023-11-21,23,China,0.15,"Tesla, BlackRock",5.8,93
10330,ESG Investing,Finance,2024-07-08,6,China,0.29,"Tesla, OpenAI",12.0,53
10331,ESG Investing,Tech,2023-04-22,49,USA,0.26,"BlackRock, OpenAI",6.8,95
10332,DeFi 2.0,Tech,2023-04-09,24,India,0.16,"Tesla, OpenAI",16.2,96
10333,ESG Investing,Sustainability,2024-08-14,31,EU,-0.59,"Tesla, OpenAI",15.8,98
10334,DeFi 2.0,Tech,2023-04-15,33,China,-0.52,"Nike, OpenAI",-2.9,95
10335,Green Hydrogen,Finance,2023-07-21,7,India,0.65,"Tesla, BlackRock",-4.6,75
10336,DeFi 2.0,Tech,2023-11-07,18,India,0.91,"OpenAI, Tesla",-2.1,53
10337,AI Agents,Sustainability,2025-01-01,33,India,-0.07,"BlackRock, OpenAI",4.4,75
10338,Green Hydrogen,Finance,2024-10-21,29,China,-0.13,"Tesla, OpenAI",-3.8,91
10339,ESG Investing,Finance,2023-12-18,29,India,0.54,"BlackRock, OpenAI",15.4,75
10340,DeFi 2.0,Tech,2023-09-12,1,USA,0.67,"Nike, OpenAI",5.9,97
10341,AI Agents,Finance,2024-01-30,40,India,-0.35,"BlackRock, OpenAI",-0.5,69
10342,AI Agents,Finance,2024-09-27,9,USA,0.33,"BlackRock, Tesla",14.7,93
10343,AI Agents,Finance,2025-01-30,39,EU,0.44,"Tesla, BlackRock",11.0,76
10344,Green Hydrogen,Finance,2023-05-09,29,USA,-0.47,"OpenAI, Tesla",-3.0,64
10345,ESG Investing,Sustainability,2023-04-03,15,India,-0.16,"BlackRock, OpenAI",16.1,80
10346,Green Hydrogen,Sustainability,2024-08-31,46,USA,0.04,"Nike, OpenAI",-0.6,65
10347,DeFi 2.0,Tech,2025-01-07,67,China,0.09,"OpenAI, Nike",-4.5,97
10348,DeFi 2.0,Finance,2023-09-29,24,USA,0.5,"Nike, OpenAI",10.0,71
10349,Green Hydrogen,Finance,2025-03-21,29,USA,0.42,"BlackRock, OpenAI",8.4,93
10350,DeFi 2.0,Sustainability,2024-06-10,36,China,0.88,"OpenAI, Nike",19.4,62
10351,Green Hydrogen,Finance,2024-02-13,17,USA,0.64,"OpenAI, Tesla",-3.0,81
10352,ESG Investing,Tech,2024-04-25,39,EU,0.58,"BlackRock, Tesla",-2.8,69
10353,DeFi 2.0,Sustainability,2024-10-21,41,EU,0.94,"Nike, BlackRock",-3.6,70
10354,ESG Investing,Finance,2024-05-31,32,India,0.25,"Nike, BlackRock",7.4,87
10355,ESG Investing,Sustainability,2023-07-16,36,India,0.67,"Nike, OpenAI",1.6,64
10356,ESG Investing,Tech,2024-01-22,21,India,-0.08,"Nike, OpenAI",19.7,76
10357,Green Hydrogen,Finance,2024-05-28,29,EU,0.32,"Nike, Tesla",2.3,68
10358,DeFi 2.0,Finance,2023-08-29,45,China,0.46,"OpenAI, BlackRock",-4.1,85
10359,DeFi 2.0,Tech,2024-03-07,63,USA,0.1,"Nike, OpenAI",2.9,92
10360,Green Hydrogen,Sustainability,2024-05-11,30,USA,0.76,"BlackRock, OpenAI",-3.1,100
10361,ESG Investing,Finance,2024-08-07,29,EU,0.28,"Tesla, OpenAI",17.2,73
10362,AI Agents,Sustainability,2025-01-04,16,USA,-0.36,"Tesla, Nike",4.1,76
10363,DeFi 2.0,Tech,2023-02-08,11,EU,0.12,"Tesla, Nike",2.4,52
10364,DeFi 2.0,Finance,2023-02-11,33,China,0.14,"BlackRock, OpenAI",-1.5,51
10365,DeFi 2.0,Tech,2024-06-17,14,USA,0.37,"Nike, OpenAI",-1.5,86
10366,Green Hydrogen,Sustainability,2023-11-16,8,EU,0.55,"OpenAI, Nike",8.4,96
10367,DeFi 2.0,Tech,2024-04-02,37,China,0.04,"Tesla, Nike",0.4,50
10368,AI Agents,Tech,2023-08-25,21,India,-0.21,"OpenAI, Tesla",-0.9,61
10369,Green Hydrogen,Sustainability,2023-04-14,20,China,-0.23,"BlackRock, OpenAI",-2.6,88
10370,DeFi 2.0,Finance,2025-04-10,20,India,0.85,"BlackRock, OpenAI",14.2,91
10371,AI Agents,Finance,2023-09-08,34,China,-0.41,"Tesla, Nike",19.3,76
10372,AI Agents,Finance,2023-01-12,53,EU,0.09,"Nike, BlackRock",3.4,84
10373,AI Agents,Finance,2023-02-14,73,India,0.17,"BlackRock, OpenAI",9.2,91
10374,AI Agents,Finance,2025-01-02,59,USA,0.92,"Nike, Tesla",9.9,65
10375,Green Hydrogen,Finance,2023-04-19,37,India,-0.09,"BlackRock, Tesla",7.4,64
10376,Green Hydrogen,Finance,2024-09-27,14,USA,0.07,"Nike, Tesla",-5.0,57
10377,Green Hydrogen,Finance,2023-11-22,26,China,0.66,"OpenAI, BlackRock",17.6,64
10378,AI Agents,Sustainability,2024-12-19,31,EU,0.35,"OpenAI, Nike",12.0,61
10379,ESG Investing,Tech,2023-09-05,28,EU,0.36,"OpenAI, Nike",-0.2,99
10380,ESG Investing,Finance,2025-02-24,8,USA,0.35,"Tesla, Nike",-1.3,53
10381,Green Hydrogen,Tech,2024-06-17,1,India,-0.29,"BlackRock, Tesla",-4.5,56
10382,DeFi 2.0,Sustainability,2025-04-20,17,China,-0.24,"OpenAI, BlackRock",6.5,84
10383,DeFi 2.0,Finance,2023-12-29,27,India,0.17,"BlackRock, OpenAI",1.9,65
10384,ESG Investing,Sustainability,2024-10-30,44,China,0.01,"Nike, Tesla",10.7,60
10385,ESG Investing,Sustainability,2023-05-14,44,EU,0.5,"Nike, BlackRock",9.9,79
10386,AI Agents,Finance,2025-01-31,50,USA,0.23,"BlackRock, OpenAI",9.6,52
10387,AI Agents,Tech,2023-01-29,17,USA,0.25,"Tesla, Nike",5.6,57
10388,ESG Investing,Tech,2023-07-23,14,China,0.26,"Tesla, OpenAI",17.0,95
10389,ESG Investing,Finance,2024-06-09,36,USA,0.14,"OpenAI, Nike",5.0,91
10390,ESG Investing,Sustainability,2023-09-29,9,EU,0.55,"BlackRock, Nike",7.9,80
10391,AI Agents,Finance,2024-04-24,62,USA,0.52,"Tesla, Nike",18.0,80
10392,Green Hydrogen,Sustainability,2025-02-09,42,India,-0.5,"Nike, Tesla",16.9,56
10393,ESG Investing,Sustainability,2025-04-28,23,China,0.56,"Nike, BlackRock",18.4,79
10394,Green Hydrogen,Tech,2024-08-17,48,EU,0.56,"Nike, BlackRock",10.8,55
10395,Green Hydrogen,Finance,2023-05-28,37,China,0.21,"Tesla, BlackRock",16.6,63
10396,Green Hydrogen,Tech,2024-12-20,2,EU,-0.24,"Nike, BlackRock",13.4,80
10397,ESG Investing,Sustainability,2024-08-06,28,USA,-0.31,"Nike, OpenAI",8.6,53
10398,DeFi 2.0,Tech,2023-03-31,6,EU,1.0,"BlackRock, OpenAI",17.4,94
10399,AI Agents,Sustainability,2024-11-28,16,India,-0.54,"Nike, BlackRock",-3.5,87
10400,ESG Investing,Finance,2023-10-27,12,USA,-0.23,"Tesla, Nike",4.4,61
10401,AI Agents,Sustainability,2023-01-10,22,EU,0.65,"OpenAI, BlackRock",-0.6,53
10402,AI Agents,Tech,2023-02-02,28,EU,-0.1,"Nike, OpenAI",15.5,67
10403,DeFi 2.0,Sustainability,2024-12-18,19,EU,-0.15,"OpenAI, Nike",9.0,71
10404,ESG Investing,Tech,2025-02-23,19,China,0.4,"Nike, OpenAI",7.1,72
10405,ESG Investing,Tech,2024-04-12,38,EU,0.69,"OpenAI, Nike",6.5,89
10406,Green Hydrogen,Tech,2024-01-01,19,USA,0.16,"Nike, Tesla",5.6,91
10407,DeFi 2.0,Sustainability,2023-06-05,5,EU,0.25,"OpenAI, Nike",10.6,99
10408,ESG Investing,Sustainability,2024-11-02,55,India,0.49,"Tesla, BlackRock",-2.7,84
10409,Green Hydrogen,Sustainability,2023-07-26,46,EU,0.6,"Nike, Tesla",-1.1,97
10410,Green Hydrogen,Tech,2023-06-28,26,USA,0.39,"Nike, BlackRock",5.2,89
10411,AI Agents,Finance,2024-03-09,6,USA,0.87,"Nike, OpenAI",18.7,94
10412,AI Agents,Tech,2023-09-27,29,China,0.29,"BlackRock, Nike",10.2,50
10413,AI Agents,Tech,2023-05-20,48,China,0.34,"Tesla, BlackRock",-1.9,59
10414,AI Agents,Finance,2023-06-25,40,China,-0.52,"Nike, BlackRock",14.2,56
10415,DeFi 2.0,Tech,2025-04-19,16,India,0.54,"OpenAI, BlackRock",8.4,97
10416,Green Hydrogen,Sustainability,2024-03-28,23,USA,0.95,"Nike, OpenAI",10.0,98
10417,AI Agents,Tech,2024-03-29,5,EU,-0.0,"BlackRock, OpenAI",-2.8,76
10418,ESG Investing,Sustainability,2025-04-22,56,EU,0.31,"Tesla, Nike",-3.7,52
10419,ESG Investing,Sustainability,2024-08-08,35,USA,0.09,"BlackRock, Tesla",16.1,83
10420,DeFi 2.0,Sustainability,2023-09-22,8,India,0.07,"OpenAI, Tesla",13.6,65
10421,ESG Investing,Tech,2023-06-29,32,USA,-0.01,"OpenAI, Tesla",12.4,75
10422,Green Hydrogen,Finance,2024-01-18,51,USA,0.57,"Nike, Tesla",10.5,73
10423,ESG Investing,Tech,2023-05-10,29,China,0.28,"Tesla, BlackRock",16.5,67
10424,AI Agents,Tech,2024-11-02,43,India,-0.13,"OpenAI, Nike",-2.7,93
10425,Green Hydrogen,Finance,2023-08-03,14,EU,0.62,"BlackRock, OpenAI",17.8,53
10426,DeFi 2.0,Sustainability,2024-11-29,41,EU,0.67,"Tesla, OpenAI",13.6,79
10427,AI Agents,Sustainability,2024-06-02,32,EU,0.23,"Nike, Tesla",5.5,99
10428,ESG Investing,Sustainability,2024-10-11,25,EU,-0.4,"Tesla, Nike",7.8,74
10429,DeFi 2.0,Sustainability,2023-10-05,27,China,0.47,"OpenAI, Tesla",7.4,91
10430,Green Hydrogen,Finance,2025-04-28,36,EU,0.02,"Tesla, BlackRock",2.8,62
10431,AI Agents,Finance,2023-11-01,10,USA,0.15,"OpenAI, Tesla",14.6,89
10432,ESG Investing,Tech,2023-11-09,14,China,0.72,"OpenAI, Nike",15.9,73
10433,DeFi 2.0,Finance,2023-06-11,39,USA,0.39,"Tesla, BlackRock",19.0,98
10434,ESG Investing,Finance,2025-01-17,17,USA,0.52,"Nike, Tesla",15.3,86
10435,ESG Investing,Tech,2023-12-20,16,USA,1.0,"Nike, OpenAI",5.1,76
10436,DeFi 2.0,Sustainability,2023-09-19,55,USA,-0.06,"OpenAI, Nike",12.0,84
10437,AI Agents,Finance,2024-11-07,12,India,-0.0,"Nike, OpenAI",8.2,65
10438,ESG Investing,Sustainability,2023-11-01,52,USA,0.56,"Nike, OpenAI",4.1,78
10439,ESG Investing,Finance,2024-11-16,28,China,1.0,"BlackRock, OpenAI",7.2,75
10440,Green Hydrogen,Sustainability,2024-11-23,28,China,0.15,"BlackRock, OpenAI",11.8,83
10441,AI Agents,Finance,2024-06-09,28,USA,0.4,"OpenAI, Nike",2.8,58
10442,AI Agents,Sustainability,2023-10-23,63,India,-0.33,"Tesla, Nike",5.0,61
10443,ESG Investing,Finance,2025-04-18,30,China,0.12,"OpenAI, Tesla",-4.9,60
10444,AI Agents,Sustainability,2023-09-14,27,China,0.35,"BlackRock, Tesla",11.3,58
10445,DeFi 2.0,Finance,2024-04-22,19,India,0.87,"Nike, OpenAI",11.8,85
10446,DeFi 2.0,Tech,2024-09-04,60,USA,-0.13,"Tesla, BlackRock",6.9,54
10447,AI Agents,Finance,2023-11-27,21,India,0.66,"BlackRock, Tesla",16.6,68
10448,DeFi 2.0,Tech,2023-03-24,6,USA,1.0,"Tesla, Nike",-2.9,90
10449,DeFi 2.0,Tech,2024-12-18,35,EU,0.9,"BlackRock, Nike",3.0,53
10450,DeFi 2.0,Tech,2024-03-01,7,EU,-0.04,"BlackRock, Nike",19.1,70
10451,ESG Investing,Finance,2025-02-06,17,USA,0.37,"BlackRock, Nike",0.6,76
10452,AI Agents,Finance,2024-09-29,72,USA,1.0,"BlackRock, Tesla",4.4,69
10453,ESG Investing,Sustainability,2023-08-12,28,China,0.01,"Nike, BlackRock",18.8,53
10454,Green Hydrogen,Finance,2023-05-29,27,USA,-0.17,"Tesla, Nike",10.7,96
10455,DeFi 2.0,Finance,2025-04-03,36,China,1.0,"Tesla, BlackRock",5.4,84
10456,ESG Investing,Finance,2023-11-23,23,India,0.6,"Nike, Tesla",9.3,80
10457,AI Agents,Finance,2023-03-10,43,USA,-0.56,"BlackRock, Nike",15.7,78
10458,AI Agents,Tech,2024-08-22,10,India,-0.27,"BlackRock, Nike",17.6,61
10459,DeFi 2.0,Finance,2025-03-11,31,EU,0.47,"OpenAI, BlackRock",13.4,93
10460,DeFi 2.0,Tech,2024-03-03,38,India,0.35,"BlackRock, OpenAI",17.6,91
10461,ESG Investing,Finance,2024-03-21,8,EU,0.1,"Nike, OpenAI",6.3,100
10462,ESG Investing,Sustainability,2023-04-13,43,EU,-0.05,"BlackRock, Nike",2.5,77
10463,ESG Investing,Tech,2024-04-27,12,China,0.15,"OpenAI, Tesla",16.1,89
10464,Green Hydrogen,Sustainability,2024-01-02,5,China,0.3,"BlackRock, Tesla",-0.8,71
10465,DeFi 2.0,Tech,2023-05-25,39,India,0.22,"BlackRock, Nike",16.6,97
10466,DeFi 2.0,Finance,2024-08-19,13,EU,0.39,"BlackRock, OpenAI",10.9,90
10467,AI Agents,Sustainability,2023-05-18,15,EU,0.02,"OpenAI, Tesla",6.1,84
10468,AI Agents,Tech,2024-02-03,14,EU,-0.08,"OpenAI, Tesla",-4.9,52
10469,Green Hydrogen,Tech,2024-10-27,37,EU,0.13,"OpenAI, Tesla",13.1,61
10470,Green Hydrogen,Tech,2025-02-15,32,China,-0.13,"BlackRock, Nike",12.5,95
10471,ESG Investing,Sustainability,2023-03-14,10,China,0.22,"Tesla, Nike",6.6,78
10472,AI Agents,Tech,2023-03-29,47,EU,0.2,"Nike, BlackRock",3.8,72
10473,AI Agents,Tech,2024-02-02,9,India,0.93,"OpenAI, Nike",10.8,56
10474,Green Hydrogen,Sustainability,2024-01-22,8,EU,0.31,"Tesla, OpenAI",9.6,81
10475,ESG Investing,Finance,2024-02-01,25,EU,0.68,"BlackRock, Nike",-0.0,52
10476,Green Hydrogen,Tech,2024-01-05,41,EU,0.31,"Nike, BlackRock",16.3,59
10477,AI Agents,Finance,2023-06-01,42,EU,0.05,"BlackRock, Tesla",7.5,95
10478,DeFi 2.0,Tech,2023-09-03,15,EU,-0.29,"OpenAI, Nike",5.3,95
10479,DeFi 2.0,Tech,2024-08-17,6,USA,-0.37,"BlackRock, Tesla",18.2,57
10480,AI Agents,Sustainability,2023-12-23,27,India,0.13,"BlackRock, OpenAI",4.0,55
10481,AI Agents,Sustainability,2024-02-10,52,India,0.35,"OpenAI, Nike",10.3,93
10482,DeFi 2.0,Tech,2023-12-07,42,India,1.0,"BlackRock, OpenAI",-3.1,87
10483,ESG Investing,Finance,2024-03-02,38,China,0.16,"Nike, OpenAI",15.6,73
10484,AI Agents,Finance,2023-10-04,38,India,-0.08,"OpenAI, Nike",-2.9,84
10485,AI Agents,Finance,2024-03-05,27,India,0.68,"Nike, Tesla",14.0,100
10486,ESG Investing,Sustainability,2025-04-13,20,USA,0.58,"OpenAI, Nike",-2.4,95
10487,Green Hydrogen,Sustainability,2023-04-29,28,USA,1.0,"BlackRock, Tesla",1.8,50
10488,AI Agents,Tech,2024-07-29,65,China,0.35,"Tesla, Nike",16.7,83
10489,AI Agents,Sustainability,2025-02-23,52,China,-0.03,"Nike, Tesla",-3.8,70
10490,Green Hydrogen,Sustainability,2024-02-18,46,India,0.37,"OpenAI, Tesla",16.5,91
10491,DeFi 2.0,Tech,2024-07-14,14,USA,0.15,"Nike, Tesla",10.4,81
10492,AI Agents,Sustainability,2023-08-21,48,USA,0.04,"Nike, BlackRock",-5.0,83
10493,Green Hydrogen,Sustainability,2025-02-06,19,China,0.04,"OpenAI, Tesla",5.5,98
10494,AI Agents,Sustainability,2024-03-06,45,EU,-0.09,"Tesla, OpenAI",12.5,74
10495,Green Hydrogen,Finance,2024-12-06,20,China,0.16,"Tesla, OpenAI",-4.9,72
10496,AI Agents,Tech,2025-04-22,4,China,0.08,"Nike, Tesla",10.3,54
10497,ESG Investing,Sustainability,2024-09-24,10,USA,0.89,"BlackRock, OpenAI",9.8,55
10498,DeFi 2.0,Finance,2024-11-26,34,EU,0.57,"BlackRock, Tesla",6.7,56
10499,DeFi 2.0,Finance,2025-02-11,37,USA,0.44,"BlackRock, Tesla",19.7,55
10500,AI Agents,Sustainability,2024-10-03,27,EU,0.77,"Nike, OpenAI",17.4,92
10501,AI Agents,Finance,2023-08-11,31,China,0.8,"OpenAI, Tesla",17.3,81
10502,ESG Investing,Sustainability,2023-11-02,10,EU,-0.1,"Nike, Tesla",8.1,89
10503,ESG Investing,Tech,2023-09-16,16,China,0.84,"Tesla, Nike",-2.8,99
10504,DeFi 2.0,Sustainability,2024-07-19,9,USA,0.55,"Nike, Tesla",13.9,56
10505,DeFi 2.0,Tech,2023-01-13,19,USA,1.0,"OpenAI, BlackRock",10.2,93
10506,DeFi 2.0,Finance,2024-05-26,17,USA,1.0,"BlackRock, Nike",-2.4,76
10507,DeFi 2.0,Finance,2025-04-09,41,EU,0.85,"Tesla, Nike",-0.3,85
10508,DeFi 2.0,Tech,2023-10-29,15,India,1.0,"OpenAI, Tesla",5.7,72
10509,AI Agents,Sustainability,2023-02-15,47,USA,-0.61,"OpenAI, Nike",3.9,98
10510,AI Agents,Finance,2023-06-15,7,USA,0.47,"Tesla, OpenAI",10.5,87
10511,ESG Investing,Tech,2024-07-04,14,China,0.26,"BlackRock, Tesla",-3.9,52
10512,AI Agents,Finance,2023-10-07,33,India,0.82,"Tesla, Nike",1.9,68
10513,Green Hydrogen,Finance,2024-01-24,25,EU,0.11,"Tesla, Nike",10.9,82
10514,DeFi 2.0,Tech,2023-10-31,26,USA,0.6,"BlackRock, Nike",16.5,91
10515,ESG Investing,Sustainability,2023-10-15,23,EU,0.22,"Nike, OpenAI",7.0,98
